agency,domain,domaintype,lastmodified,organization,scan_data_url,scantype,/,/cj,/code.json,/coronavirus,/data,/data.json,/developer,/digitalstrategy,/digitalstrategy/FITARAmilestones.json,/digitalstrategy/bureaudirectory.json,/digitalstrategy/costsavings.json,/digitalstrategy/datacenteroptimizationstrategicplan.json,/digitalstrategy/governanceboards.json,/open,/privacy,/redirecttest-foo-bar-baz,/robots.txt,/sitemap.xml,dap_detected,dap_parameters,dap_parameters,domain,domain,invalid,status_code
General Services Administration,demo.pra.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/demo.pra.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,200,200,True,agency=GSA,agency=GSA,demo.pra.digital.gov,demo.pra.digital.gov,,200
General Services Administration,calc-staging.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/calc-staging.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA&autotracker=false,agency=GSA&autotracker=false,calc-staging.app.cloud.gov,calc-staging.app.cloud.gov,,200
General Services Administration,demo.accessibility.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/demo.accessibility.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,demo.accessibility.digital.gov,demo.accessibility.digital.gov,,200
General Services Administration,components.designsystem.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/components.designsystem.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,components.designsystem.digital.gov,components.designsystem.digital.gov,,200
General Services Administration,cg-88d42ca6-59d7-47e0-9500-4dd9251360b9.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cg-88d42ca6-59d7-47e0-9500-4dd9251360b9.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,cg-88d42ca6-59d7-47e0-9500-4dd9251360b9.app.cloud.gov,cg-88d42ca6-59d7-47e0-9500-4dd9251360b9.app.cloud.gov,,200
General Services Administration,cg-dae9433e-23a0-46d7-bafb-dc79d2d3756c.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cg-dae9433e-23a0-46d7-bafb-dc79d2d3756c.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,cg-dae9433e-23a0-46d7-bafb-dc79d2d3756c.app.cloud.gov,cg-dae9433e-23a0-46d7-bafb-dc79d2d3756c.app.cloud.gov,,200
General Services Administration,doedtest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doedtest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doedtest.ecpic.gov,doedtest.ecpic.gov,,200
General Services Administration,doetest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doetest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doetest.ecpic.gov,doetest.ecpic.gov,,200
General Services Administration,demo.digitalgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/demo.digitalgov.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,ver=true&agency=GSA,ver=true&agency=GSA,demo.digitalgov.gov,demo.digitalgov.gov,,200
General Services Administration,doetest-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doetest-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doetest-p.ecpic.gov,doetest-p.ecpic.gov,,200
General Services Administration,businessusa.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/businessusa.data.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,businessusa.data.gov,businessusa.data.gov,,200
General Services Administration,developers.code.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/developers.code.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA&pua=UA-48605964-54&sdor=code.gov,agency=GSA&pua=UA-48605964-54&sdor=code.gov,developers.code.gov,developers.code.gov,,200
General Services Administration,dev-nrrd.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/dev-nrrd.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,,,dev-nrrd.app.cloud.gov,dev-nrrd.app.cloud.gov,,200
General Services Administration,doc-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doc-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doc-p.ecpic.gov,doc-p.ecpic.gov,,200
General Services Administration,doe-p.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/doe-p.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,doe-p.ecpic.gov,doe-p.ecpic.gov,,200
General Services Administration,calc-dev.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/calc-dev.app.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA&autotracker=false,agency=GSA&autotracker=false,calc-dev.app.cloud.gov,calc-dev.app.cloud.gov,,200
General Services Administration,federation-staging.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federation-staging.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,federation-staging.data.gov,federation-staging.data.gov,,200
General Services Administration,fedramp-dashboard.fr.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fedramp-dashboard.fr.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fedramp-dashboard.fr.cloud.gov,fedramp-dashboard.fr.cloud.gov,,404
General Services Administration,designsystem.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/designsystem.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,200,True,agency=GSA,agency=GSA,designsystem.digital.gov,designsystem.digital.gov,,200
General Services Administration,datacenters.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/datacenters.cio.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=EOP&subagency=OMB,agency=EOP&subagency=OMB,datacenters.cio.gov,datacenters.cio.gov,,200
General Services Administration,fdic-cloudworkspace.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fdic-cloudworkspace.app.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,fdic-cloudworkspace.app.cloud.gov,fdic-cloudworkspace.app.cloud.gov,,302
General Services Administration,cpars.cpars.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cpars.cpars.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,cpars.cpars.gov,cpars.cpars.gov,,404
General Services Administration,epa-s.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epa-s.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epa-s.ecpic.gov,epa-s.ecpic.gov,,200
General Services Administration,digitalgov.sitesusa.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/digitalgov.sitesusa.app.cloud.gov.json,200scanner,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,False,,,digitalgov.sitesusa.app.cloud.gov,digitalgov.sitesusa.app.cloud.gov,,404
General Services Administration,epatest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epatest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epatest.ecpic.gov,epatest.ecpic.gov,,200
General Services Administration,federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov,federalist-2c628203-05c2-48ab-8f87-3eda79380559.app.cloud.gov,,404
General Services Administration,dhatest.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/dhatest.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,dhatest.ecpic.gov,dhatest.ecpic.gov,,200
General Services Administration,ecosystems.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ecosystems.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,ecosystems.data.gov,ecosystems.data.gov,,200
General Services Administration,federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,,,federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov,federalist-64b3729c-c105-408b-a052-d8b049efc23f.app.cloud.gov,,200
General Services Administration,disaster.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/disaster.data.gov.json,200scanner,403,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,disaster.data.gov,disaster.data.gov,,403
General Services Administration,disasters.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/disasters.data.gov.json,200scanner,403,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,disasters.data.gov,disasters.data.gov,,403
General Services Administration,federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov,federalist-ead78f8d-8948-417c-a957-c21ec5617a57.app.cloud.gov,,404
General Services Administration,cg-a4aab09b-27cb-43d5-8163-08c22ba182d3.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cg-a4aab09b-27cb-43d5-8163-08c22ba182d3.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,cg-a4aab09b-27cb-43d5-8163-08c22ba182d3.app.cloud.gov,cg-a4aab09b-27cb-43d5-8163-08c22ba182d3.app.cloud.gov,,200
General Services Administration,cg-f7a6dbc1-b791-40b1-9eeb-e725679c82c9.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/cg-f7a6dbc1-b791-40b1-9eeb-e725679c82c9.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,True,agency=GSA,agency=GSA,cg-f7a6dbc1-b791-40b1-9eeb-e725679c82c9.app.cloud.gov,cg-f7a6dbc1-b791-40b1-9eeb-e725679c82c9.app.cloud.gov,,200
General Services Administration,highlights.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/highlights.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,highlights.data.gov,highlights.data.gov,,200
General Services Administration,find.digitalgov.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/find.digitalgov.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,ver=true&agency=GSA,ver=true&agency=GSA,find.digitalgov.gov,find.digitalgov.gov,,200
General Services Administration,fix-download-link-and-remove-withheld.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fix-download-link-and-remove-withheld.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,fix-download-link-and-remove-withheld.app.cloud.gov,fix-download-link-and-remove-withheld.app.cloud.gov,,404
General Services Administration,crime-data-explorer.fr.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/crime-data-explorer.fr.cloud.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=FBI&amp;pua=ua-33523145-2,agency=FBI&amp;pua=ua-33523145-2,crime-data-explorer.fr.cloud.gov,crime-data-explorer.fr.cloud.gov,,200
General Services Administration,epa.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/epa.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,epa.ecpic.gov,epa.ecpic.gov,,200
General Services Administration,docs.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/docs.cloud.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,docs.cloud.gov,docs.cloud.gov,,200
General Services Administration,crt-portal-django-prod.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/crt-portal-django-prod.app.cloud.gov.json,200scanner,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404,-1,True,agency=DOJ&sp=find&subagency=crt,agency=DOJ&sp=find&subagency=crt,crt-portal-django-prod.app.cloud.gov,crt-portal-django-prod.app.cloud.gov,,200
General Services Administration,ed.ecpic.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ed.ecpic.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,False,,,ed.ecpic.gov,ed.ecpic.gov,,200
General Services Administration,fips201ep.cio.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fips201ep.cio.gov.json,200scanner,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,True,agency=GSA,agency=GSA,fips201ep.cio.gov,fips201ep.cio.gov,,200
General Services Administration,emerging.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/emerging.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,emerging.digital.gov,emerging.digital.gov,,200
General Services Administration,demo.digital.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/demo.digital.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,ver=true&agency=GSA,ver=true&agency=GSA,demo.digital.gov,demo.digital.gov,,200
General Services Administration,energy.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/energy.data.gov.json,200scanner,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,False,,,energy.data.gov,energy.data.gov,,403
General Services Administration,finance.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/finance.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,finance.data.gov,finance.data.gov,,200
General Services Administration,consumers.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/consumers.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,consumers.data.gov,consumers.data.gov,,200
General Services Administration,federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov,federalist-0f9585b3-81eb-4649-b653-77860fc083ee.app.cloud.gov,,404
General Services Administration,federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov,federalist-17bd62cc-77b7-4687-9c62-39b462ce6fd5.app.cloud.gov,,200
General Services Administration,federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov,federalist-2147738e-703c-4833-9101-89d779f09ce1.app.cloud.gov,,404
General Services Administration,federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov,federalist-76a38c7a-b538-4b4c-b35c-e42c6e455250.app.cloud.gov,,200
General Services Administration,federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov.json,200scanner,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,200,404,False,,,federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov,federalist-9b06719f-4ddf-4b5e-92cf-4df82a05922b.app.cloud.gov,,404
General Services Administration,ed.data.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/ed.data.gov.json,200scanner,200,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,True,agency=GSA,agency=GSA,ed.data.gov,ed.data.gov,,200
General Services Administration,fec-prod-proxy.app.cloud.gov,,2020-06-14T14:19:33Z,,https://s3-us-gov-west-1.amazonaws.com/cg-852a6196-0fdb-4a01-a16f-6c24379722cb/200scanner/fec-prod-proxy.app.cloud.gov.json,200scanner,200,200,200,404,200,200,404,404,404,404,404,404,404,200,404,404,404,404,True,agency=FEC,agency=FEC,fec-prod-proxy.app.cloud.gov,fec-prod-proxy.app.cloud.gov,,200
